matricula,nome,salario,codigo_setor,cidade,tempo_empresa_anos,ativo
000038189,Elisa Ferreira,24206.77,COM,Joinville,15,0
000010841,Yasmin Pereira,4451.23,COM,Sao Paulo,8,0
000010126,Paula Santos,12726.29,TI,Campinas,13,1
000044321,Cecilia Almeida,21661.44,FIN,Campinas,20,1
000035507,Fernanda Nascimento,6995.97,ADM,Londrina,12,0
000015051,Joao Martins,7346.34,RH,Campinas,0,0
000034254,Mariana Lima,14219.94,TI,Campinas,19,0
000044611,Nathan Barbosa,6725.93,JUR,Porto Alegre,10,1
000042753,Eduardo Oliveira,12216.22,OPER,Curitiba,33,1
000032230,Willian Martins,12504.01,MKT,Maringa,19,1
000021920,Diego Costa,16869.03,JUR,Curitiba,2,0
000037987,Ana Souza,20764.32,OPER,Joinville,22,1
000025865,Ana Ribeiro,3827.9,RH,Florianopolis,12,0
000005285,Juliana Martins,10734.58,ADM,Belo Horizonte,19,1
000046755,Henrique Rocha,19533.18,SUP,Curitiba,0,1
000027341,Isabela Costa,17358.8,COM,Florianopolis,30,0
000003581,Leonardo Melo,13244.91,FIN,Campinas,0,1
000009565,Karen Souza,2954.51,OPER,Curitiba,4,1
000016356,Sabrina Carvalho,10572.56,SUP,Curitiba,31,1
000016489,Pedro Rodrigues,5900.76,LOG,Florianopolis,13,1
000018255,Fernanda Oliveira,11147.63,SUP,Porto Alegre,28,0
000008294,Vanessa Silva,10019.43,FIN,Porto Alegre,21,1
000010842,Vanessa Santos,15645.78,COM,Florianopolis,12,1
000025367,Willian Martins,6461.93,COM,Rio de Janeiro,24,1
000032438,Eduardo Souza,24229.43,OPER,Florianopolis,34,0
000023542,Paula Silva,10306.98,TI,Joinville,35,0
000013220,Tatiane Pereira,12258.98,RH,Maringa,22,0
000002425,Larissa Oliveira,18671.16,COM,Maringa,12,1
000029609,Vanessa Costa,18060.57,TI,Londrina,26,1
000014840,Tatiane Almeida,5552.36,FIN,Belo Horizonte,24,0
000017617,Douglas Gomes,20853.86,SUP,Joinville,24,0
000013125,Rafael Oliveira,15557.83,COM,Porto Alegre,27,1
000024502,Tiago Almeida,9502.97,TI,Maringa,1,1
000019503,Caio Costa,4942.5,SUP,Florianopolis,2,0
000019926,Leonardo Silva,20166.95,LOG,Londrina,29,0
000004312,Douglas Costa,13330.58,MKT,Londrina,5,1
000026191,Vitor Teixeira,24438.81,RH,Rio de Janeiro,5,1
000002020,Vitor Ribeiro,15239.76,OPER,Curitiba,32,0
000046426,Cecilia Teixeira,3088.82,JUR,Maringa,27,1
000032557,Leonardo Martins,2753.9,JUR,Rio de Janeiro,4,1
000036370,Douglas Oliveira,10833.88,RH,Curitiba,8,0
000046347,Eduardo Rodrigues,18409.23,ADM,Florianopolis,5,1
000012537,Vitor Teixeira,23394.72,FIN,Campinas,8,0
000038227,Sabrina Oliveira,10303.82,SUP,Porto Alegre,7,1
000005862,Mariana Santos,17473.0,COM,Maringa,0,1
000001645,Samuel Silva,13715.87,LOG,Londrina,19,0
000041876,Henrique Araujo,23283.97,COM,Londrina,23,1
000009826,Isabela Nascimento,3919.44,FIN,Rio de Janeiro,0,0
000004883,Gabriel Costa,17052.37,OPER,Curitiba,30,1
000035439,Fabio Santos,11238.93,JUR,Florianopolis,29,1
000035656,Eduardo Lima,23598.18,FIN,Joinville,2,1
000046714,Douglas Silva,3155.42,SUP,Florianopolis,21,0
000042627,Paula Costa,7085.04,LOG,Sao Paulo,25,0
000036132,Helena Ribeiro,23356.06,TI,Belo Horizonte,8,1
000020014,Fernanda Gomes,23753.03,JUR,Londrina,24,1
000032829,Fernanda Carvalho,6668.63,FIN,Belo Horizonte,2,1
000009461,Nicole Santos,23963.53,OPER,Porto Alegre,22,1
000048911,Sabrina Rocha,14342.5,SUP,Maringa,14,1
000012322,Eduardo Costa,23744.66,JUR,Sao Paulo,11,1
000043749,Mariana Ribeiro,14062.81,TI,Florianopolis,3,1
000045489,Vitor Ferreira,10776.17,MKT,Maringa,27,0
000044666,Vitor Barbosa,9527.08,FIN,Londrina,9,1
000000453,Daniela Araujo,11628.03,COM,Sao Paulo,35,0
000008542,Otavio Almeida,3314.83,RH,Sao Paulo,26,0
000034395,Samuel Ribeiro,5669.28,COM,Rio de Janeiro,21,0
000006719,Nicole Martins,11497.03,OPER,Maringa,6,0
000049435,Carlos Ferreira,20707.82,SUP,Joinville,10,0
000009071,Larissa Teixeira,23366.9,COM,Sao Paulo,29,0
000016223,Bruno Lima,21623.6,COM,Florianopolis,4,0
000017691,Joao Ferreira,23543.73,TI,Sao Paulo,26,1
000019515,Rafael Carvalho,21448.05,FIN,Maringa,35,1
000006842,Isabela Teixeira,2635.29,OPER,Sao Paulo,32,0
000030996,Tiago Ribeiro,16325.87,JUR,Maringa,24,1
000022929,Nathan Ferreira,20080.57,TI,Belo Horizonte,1,0
000045219,Samuel Teixeira,11707.01,MKT,Rio de Janeiro,19,1
000039113,Isabela Rodrigues,17132.93,JUR,Campinas,32,1
000018709,Carlos Santos,22276.35,FIN,Londrina,4,1
000023982,Mateus Santos,9063.93,RH,Belo Horizonte,33,0
000016070,Leonardo Costa,9581.57,RH,Maringa,22,0
000033637,Aline Rodrigues,5949.61,RH,Florianopolis,0,1
000027460,Larissa Rodrigues,20043.62,COM,Florianopolis,21,0
000011348,Daniela Teixeira,14462.64,RH,Joinville,4,0
000002751,Igor Nascimento,19738.24,COM,Curitiba,21,1
000034958,Isabela Martins,22919.7,OPER,Curitiba,20,1
000020071,Vanessa Teixeira,11060.21,RH,Florianopolis,20,0
000012816,Larissa Souza,10048.68,SUP,Campinas,31,1
000034947,Paula Ferreira,22725.64,LOG,Londrina,20,1
000044071,Samuel Almeida,23389.88,SUP,Campinas,17,1
000008641,Bianca Nascimento,10325.49,COM,Sao Paulo,15,0
000042717,Diego Silva,20967.37,OPER,Porto Alegre,14,1
000038777,Juliana Teixeira,5242.03,ADM,Florianopolis,25,0
000002876,Cecilia Santos,22671.88,FIN,Maringa,9,1
000027226,Henrique Pereira,13810.45,ADM,Rio de Janeiro,25,1
000009381,Bruno Gomes,23493.8,JUR,Florianopolis,22,0
000005157,Otavio Teixeira,24380.43,SUP,Florianopolis,32,1
000010839,Karen Silva,22706.0,ADM,Curitiba,11,0
000015612,Tiago Oliveira,8434.89,FIN,Belo Horizonte,22,0
000030528,Caio Araujo,16466.66,LOG,Florianopolis,6,1
000026314,Igor Silva,19948.24,TI,Campinas,15,0
000043150,Joao Teixeira,2111.42,COM,Londrina,0,0
000013474,Fabio Gomes,9089.65,SUP,Porto Alegre,20,1
000011754,Giovana Ribeiro,8870.89,LOG,Campinas,26,1
000009348,Fabio Araujo,4302.43,RH,Maringa,4,0
000048951,Renata Oliveira,5793.53,OPER,Campinas,31,0
000038205,Diego Teixeira,8315.01,LOG,Florianopolis,17,0
000025563,Igor Almeida,8362.51,FIN,Rio de Janeiro,10,0
000016184,Cecilia Rocha,23894.5,MKT,Florianopolis,18,1
000033890,Igor Ribeiro,10501.72,TI,Porto Alegre,28,0
000046191,Fernanda Nascimento,20050.23,SUP,Porto Alegre,9,0
000021307,Rafael Araujo,3458.47,ADM,Curitiba,31,0
000004392,Willian Costa,2136.42,ADM,Londrina,12,0
000022617,Paula Barbosa,17103.69,SUP,Maringa,0,0
000012762,Carlos Martins,20934.51,ADM,Sao Paulo,13,0
000037431,Aline Barbosa,10493.39,ADM,Porto Alegre,23,0
000032515,Bruno Araujo,17769.71,JUR,Sao Paulo,34,1
000035742,Cecilia Almeida,23459.64,RH,Campinas,22,0
000029869,Aline Araujo,8628.14,COM,Londrina,33,1
000016048,Larissa Ferreira,20642.36,TI,Maringa,22,0
000028741,Aline Rocha,21924.19,RH,Curitiba,19,0
000021503,Mateus Rocha,6535.45,FIN,Rio de Janeiro,29,1
000041025,Isabela Gomes,23185.65,FIN,Curitiba,14,0
000026983,Vanessa Rocha,18904.93,SUP,Joinville,4,0
000018626,Pedro Costa,13051.14,OPER,Maringa,11,0
000021272,Sabrina Carvalho,22797.25,RH,Joinville,15,0
000026507,Renata Rodrigues,7897.08,MKT,Curitiba,19,1
000013387,Igor Lima,20883.58,TI,Londrina,7,1
000046762,Larissa Carvalho,20956.08,COM,Rio de Janeiro,34,0
000036383,Pedro Barbosa,14576.15,ADM,Sao Paulo,23,1
000007003,Paula Ferreira,8399.68,ADM,Florianopolis,8,1
000046077,Otavio Rodrigues,9501.19,FIN,Joinville,10,1
000013021,Renata Melo,20465.17,TI,Rio de Janeiro,4,0
000034388,Mateus Nascimento,3427.78,TI,Belo Horizonte,13,0
000017321,Rafael Pereira,17665.29,SUP,Porto Alegre,20,0
000047162,Joao Almeida,23414.25,SUP,Belo Horizonte,18,1
000012945,Mateus Pereira,8520.18,LOG,Joinville,26,0
000018549,Aline Almeida,18582.09,ADM,Belo Horizonte,33,1
000031260,Paula Souza,20716.74,FIN,Sao Paulo,3,0
000000787,Giovana Teixeira,20518.22,SUP,Joinville,16,1
000018845,Ana Melo,12849.24,LOG,Curitiba,21,1
000040080,Giovana Barbosa,20747.73,TI,Porto Alegre,18,0
000008150,Vanessa Melo,12730.24,SUP,Campinas,2,0
000047551,Leonardo Lima,9806.2,OPER,Londrina,10,1
000016598,Elisa Oliveira,8781.3,JUR,Campinas,24,0
000038276,Rafael Ribeiro,19238.85,SUP,Rio de Janeiro,26,1
000026015,Joao Araujo,6691.03,TI,Joinville,12,0
000034506,Ana Pereira,20583.37,COM,Porto Alegre,25,1
000036759,Larissa Teixeira,4445.18,RH,Porto Alegre,9,1
000017225,Giovana Rodrigues,12674.65,COM,Curitiba,3,0
000023787,Caio Carvalho,4144.03,RH,Campinas,18,1
000021454,Tiago Rocha,12026.21,MKT,Curitiba,29,1
000007188,Carlos Rocha,10469.38,FIN,Rio de Janeiro,14,0
000037181,Aline Carvalho,16924.77,TI,Porto Alegre,3,0
000049277,Ana Rodrigues,11061.95,TI,Campinas,33,1
000020308,Bruno Melo,9954.82,ADM,Joinville,18,0
000014795,Eduardo Silva,10751.84,ADM,Porto Alegre,34,1
000021910,Samuel Pereira,23683.79,MKT,Rio de Janeiro,15,1
000033874,Isabela Ribeiro,17065.57,JUR,Porto Alegre,25,0
000016102,Ana Teixeira,7894.56,SUP,Florianopolis,7,0
000030639,Nathan Melo,15290.75,JUR,Rio de Janeiro,26,0
000008184,Tatiane Pereira,16782.74,TI,Sao Paulo,28,0
000045691,Elisa Santos,20548.65,FIN,Belo Horizonte,31,1
000010693,Mateus Martins,7891.07,JUR,Sao Paulo,33,1
000031917,Igor Costa,16605.72,OPER,Maringa,21,1
000047502,Leonardo Ferreira,13933.52,FIN,Belo Horizonte,27,1
000049147,Elisa Martins,17357.71,LOG,Porto Alegre,15,0
000035708,Bruno Nascimento,17635.71,JUR,Campinas,22,1
000048382,Caio Santos,6063.77,OPER,Maringa,28,0
000005070,Tiago Rocha,6990.54,TI,Maringa,21,1
000038751,Willian Araujo,6742.97,COM,Sao Paulo,9,0
000001913,Mariana Costa,18239.89,OPER,Sao Paulo,16,0
000032068,Nathan Gomes,5807.32,OPER,Sao Paulo,17,1
000021407,Isabela Oliveira,9473.46,LOG,Campinas,24,1
000017775,Cecilia Ferreira,8303.73,OPER,Belo Horizonte,9,0
000026031,Pedro Santos,7225.69,SUP,Belo Horizonte,14,1
000024381,Willian Lima,22367.22,ADM,Campinas,16,1
000027206,Caio Almeida,23409.27,ADM,Sao Paulo,30,0
000021084,Elisa Pereira,12289.24,FIN,Maringa,15,0
000009385,Helena Ferreira,11999.18,OPER,Florianopolis,25,1
000038070,Juliana Almeida,7057.95,COM,Porto Alegre,23,1
000026695,Joao Gomes,18816.01,JUR,Sao Paulo,27,0
000032827,Caio Souza,6688.27,RH,Florianopolis,10,0
000004945,Tatiane Martins,5102.16,LOG,Londrina,29,0
000023978,Ana Melo,17677.86,RH,Florianopolis,3,0
000041241,Gabriel Gomes,13740.06,OPER,Curitiba,28,0
000013289,Douglas Ribeiro,17815.16,RH,Londrina,3,1
000030362,Cecilia Rodrigues,22681.32,COM,Maringa,16,1
000044292,Fernanda Silva,14608.8,SUP,Curitiba,33,0
000008748,Bruno Lima,11793.92,FIN,Londrina,26,0
000014492,Vitor Araujo,2399.68,TI,Joinville,34,0
000004495,Ana Silva,6050.32,COM,Porto Alegre,15,0
000001307,Paula Lima,2779.65,MKT,Sao Paulo,12,0
000031686,Sabrina Ferreira,15737.43,JUR,Belo Horizonte,26,1
000040243,Joao Carvalho,19971.05,OPER,Rio de Janeiro,28,0
000009710,Elisa Souza,20468.49,FIN,Florianopolis,24,0
000034926,Karen Silva,8143.16,MKT,Sao Paulo,29,1
000013516,Tatiane Gomes,20515.11,ADM,Belo Horizonte,14,1
000001835,Rafael Nascimento,8758.63,FIN,Belo Horizonte,30,0
000009587,Mariana Ribeiro,20705.81,FIN,Campinas,8,0
000022848,Pedro Silva,4077.68,COM,Rio de Janeiro,35,1
000004356,Pedro Costa,11801.05,TI,Campinas,7,1
000044837,Juliana Lima,20423.83,SUP,Campinas,10,0
000008668,Sabrina Teixeira,12697.61,JUR,Belo Horizonte,32,0
000009643,Helena Ferreira,11185.07,SUP,Porto Alegre,26,1
000010217,Mateus Rodrigues,4454.75,JUR,Joinville,8,0
000002533,Isabela Melo,23023.63,COM,Sao Paulo,5,0
000041394,Samuel Souza,14324.21,SUP,Sao Paulo,14,1
000005524,Gabriel Melo,2141.32,MKT,Belo Horizonte,2,1
000022312,Helena Oliveira,8978.47,JUR,Curitiba,29,0
000013374,Fabio Oliveira,21679.2,LOG,Joinville,20,1
000032206,Mateus Costa,4057.81,RH,Rio de Janeiro,30,1
000039064,Vitor Lima,10059.41,MKT,Sao Paulo,17,0
000024093,Bruno Nascimento,24060.29,ADM,Porto Alegre,17,1
000010798,Fabio Melo,24822.16,MKT,Belo Horizonte,19,0
000027816,Aline Martins,13240.95,TI,Sao Paulo,8,1
000027403,Juliana Martins,3959.53,JUR,Maringa,22,0
000007566,Joao Barbosa,13257.72,FIN,Florianopolis,33,0
000003464,Fernanda Souza,3024.15,OPER,Sao Paulo,19,1
000036534,Diego Melo,12091.67,JUR,Campinas,17,1
000013897,Paula Barbosa,4137.09,LOG,Joinville,22,1
000012483,Giovana Gomes,5428.16,ADM,Sao Paulo,6,1
000047651,Juliana Silva,17626.89,JUR,Florianopolis,0,1
000039439,Gabriel Lima,17326.61,SUP,Campinas,16,1
000001635,Rafael Souza,9552.37,TI,Sao Paulo,22,0
000015549,Diego Rocha,15843.39,JUR,Porto Alegre,5,1
000043510,Larissa Pereira,4405.79,JUR,Belo Horizonte,2,1
000026775,Igor Gomes,8852.49,TI,Rio de Janeiro,9,0
000037659,Bruno Oliveira,19162.41,COM,Florianopolis,13,1
000022528,Rafael Nascimento,21387.97,RH,Rio de Janeiro,20,1
000010516,Nathan Melo,17937.14,COM,Porto Alegre,17,0
000017429,Igor Almeida,12265.01,LOG,Belo Horizonte,2,0
000012232,Ana Ribeiro,17340.36,JUR,Porto Alegre,16,1
000029163,Diego Silva,3685.39,ADM,Porto Alegre,27,1
000017647,Larissa Lima,24197.0,ADM,Rio de Janeiro,0,1
000004785,Vitor Nascimento,19082.23,LOG,Joinville,6,1
000035087,Samuel Rocha,12400.5,FIN,Rio de Janeiro,7,1
000010931,Willian Lima,3153.67,OPER,Curitiba,16,0
000000451,Isabela Carvalho,18746.72,MKT,Curitiba,16,0
000023256,Diego Rodrigues,20961.04,MKT,Curitiba,23,1
000005626,Mateus Silva,10851.45,COM,Curitiba,2,0
000006560,Douglas Santos,23112.54,SUP,Londrina,18,0
000007533,Nathan Carvalho,8368.55,LOG,Florianopolis,24,0
000003656,Bianca Rodrigues,4966.67,JUR,Florianopolis,1,1
000014854,Otavio Souza,8827.17,RH,Londrina,29,0
000045635,Nicole Almeida,15304.62,COM,Florianopolis,13,1
000034337,Douglas Lima,16349.43,JUR,Sao Paulo,2,0
000041144,Diego Teixeira,4104.64,JUR,Rio de Janeiro,32,1
000029647,Bianca Souza,17166.02,JUR,Florianopolis,2,1
000045947,Leonardo Ribeiro,13598.42,OPER,Rio de Janeiro,13,0
000023414,Aline Martins,10443.37,ADM,Rio de Janeiro,7,0
000019100,Elisa Teixeira,13114.79,TI,Londrina,18,1
000043491,Isabela Martins,21504.4,TI,Sao Paulo,21,1
000012115,Pedro Pereira,5329.28,ADM,Campinas,9,0
000001849,Renata Oliveira,6284.44,LOG,Sao Paulo,23,0
000030460,Samuel Rodrigues,13335.87,FIN,Campinas,33,0
000045270,Carlos Souza,22305.23,JUR,Belo Horizonte,14,0
000048192,Daniela Oliveira,5754.41,MKT,Maringa,26,0
000049392,Juliana Pereira,7878.74,TI,Sao Paulo,22,1
000032884,Yasmin Teixeira,8173.9,RH,Sao Paulo,14,1
000035577,Nathan Melo,22082.43,JUR,Curitiba,31,1
000016998,Cecilia Santos,6592.54,TI,Sao Paulo,16,0
000046375,Joao Carvalho,6772.88,FIN,Florianopolis,27,0
000041130,Otavio Gomes,19000.68,LOG,Joinville,11,1
000041147,Giovana Gomes,10008.07,ADM,Belo Horizonte,5,1
000029711,Fernanda Silva,6939.94,ADM,Maringa,26,1
000035242,Juliana Souza,20215.76,ADM,Maringa,12,0
000032512,Larissa Costa,7295.19,COM,Rio de Janeiro,1,0
000032883,Ana Teixeira,9653.02,RH,Rio de Janeiro,18,1
000007606,Rafael Oliveira,17187.54,MKT,Florianopolis,16,0
000001290,Elisa Araujo,16323.04,FIN,Londrina,32,1
000043498,Yasmin Silva,22544.38,TI,Maringa,15,1
000040455,Giovana Teixeira,14610.1,LOG,Londrina,1,0
000028576,Tiago Martins,7925.15,ADM,Sao Paulo,1,0
000027610,Sabrina Costa,5670.43,FIN,Sao Paulo,21,1
000014398,Paula Carvalho,9516.58,COM,Porto Alegre,13,1
000022292,Samuel Costa,21992.68,JUR,Florianopolis,15,1
000024003,Fabio Almeida,5076.98,TI,Porto Alegre,6,1
000049031,Rafael Pereira,14924.69,RH,Sao Paulo,27,0
000046652,Gabriel Almeida,6417.06,OPER,Belo Horizonte,4,1
000026795,Nathan Almeida,22144.12,OPER,Campinas,13,1
000023245,Mariana Almeida,5301.1,TI,Curitiba,5,1
000021758,Henrique Gomes,15274.5,ADM,Joinville,0,1
000012579,Cecilia Ribeiro,23944.35,JUR,Joinville,1,0
000015706,Douglas Gomes,3345.45,OPER,Curitiba,30,1
000032571,Mateus Ferreira,14469.63,RH,Rio de Janeiro,12,1
000000881,Helena Oliveira,4446.11,TI,Londrina,30,0
000025274,Renata Silva,20947.0,RH,Joinville,2,0
000042565,Caio Araujo,22621.32,LOG,Londrina,19,1
000036463,Giovana Martins,8755.64,SUP,Campinas,22,1
000002006,Rafael Lima,20720.78,TI,Sao Paulo,29,0
000025088,Caio Rocha,15343.5,TI,Londrina,27,1
000011181,Bianca Martins,12194.71,FIN,Belo Horizonte,3,1
000008811,Daniela Pereira,3177.36,RH,Curitiba,3,0
000045551,Eduardo Silva,18641.88,FIN,Florianopolis,13,0
000010294,Bianca Barbosa,4099.73,OPER,Londrina,12,0
000023640,Gabriel Martins,19286.67,JUR,Belo Horizonte,15,0
000027475,Daniela Gomes,19163.71,RH,Porto Alegre,25,0
000026080,Mateus Barbosa,3933.35,ADM,Rio de Janeiro,22,1
000033106,Tiago Barbosa,6804.61,JUR,Rio de Janeiro,4,1
000044528,Paula Teixeira,18689.22,FIN,Belo Horizonte,2,1
000006713,Caio Oliveira,12890.36,MKT,Joinville,11,1
000019591,Gabriel Oliveira,13183.63,TI,Campinas,19,1
000046482,Cecilia Rocha,22809.42,MKT,Porto Alegre,31,0
000006768,Rafael Nascimento,6074.48,FIN,Curitiba,15,0
000048645,Samuel Ferreira,24528.56,COM,Sao Paulo,15,1
000021089,Nicole Santos,14205.48,SUP,Curitiba,7,1
000047366,Diego Rodrigues,13351.63,RH,Maringa,18,1
000018587,Daniela Nascimento,23717.05,RH,Porto Alegre,32,1
000025285,Nathan Araujo,16877.12,LOG,Rio de Janeiro,8,0
000049252,Leonardo Gomes,8940.97,LOG,Belo Horizonte,10,1
000021526,Juliana Costa,23455.04,FIN,Curitiba,26,0
000002518,Elisa Rocha,11704.15,ADM,Curitiba,33,1
000014065,Carlos Teixeira,2280.18,TI,Curitiba,6,1
000044889,Douglas Lima,2063.51,SUP,Porto Alegre,4,1
000025832,Rafael Lima,19389.1,RH,Sao Paulo,35,1
000032212,Igor Carvalho,16146.74,OPER,Rio de Janeiro,30,1
000043023,Isabela Costa,10959.14,OPER,Porto Alegre,3,0
000034853,Elisa Ribeiro,9084.1,TI,Belo Horizonte,30,0
000017328,Sabrina Almeida,4338.62,SUP,Joinville,20,1
000047261,Caio Teixeira,7372.16,ADM,Florianopolis,11,0
000000861,Paula Rocha,8528.98,COM,Belo Horizonte,33,1
000044044,Otavio Pereira,7610.61,SUP,Sao Paulo,17,0
000032907,Elisa Martins,11738.57,LOG,Curitiba,28,1
000010181,Sabrina Souza,15910.43,MKT,Maringa,29,1
000041354,Sabrina Martins,4669.26,COM,Rio de Janeiro,8,1
000023063,Karen Rodrigues,7808.74,OPER,Sao Paulo,5,0
000045983,Diego Costa,20583.15,ADM,Campinas,6,0
000039096,Elisa Araujo,20916.98,COM,Londrina,29,1
000046861,Joao Pereira,15897.49,LOG,Porto Alegre,3,0
000007524,Larissa Souza,19694.7,LOG,Sao Paulo,16,0
000016513,Henrique Oliveira,11723.32,RH,Belo Horizonte,8,1
000038449,Vitor Souza,10834.25,ADM,Maringa,3,0
000002676,Igor Rodrigues,17406.12,COM,Florianopolis,32,1
000027677,Henrique Barbosa,16999.92,ADM,Londrina,12,0
000038723,Bianca Barbosa,10661.32,FIN,Campinas,22,0
000001593,Karen Ferreira,6808.56,RH,Joinville,5,1
000012100,Tiago Rodrigues,11886.65,MKT,Londrina,32,0
000028255,Vitor Lima,7614.69,JUR,Florianopolis,18,0
000048479,Helena Lima,22381.65,FIN,Campinas,20,0
000047853,Nathan Pereira,14173.28,ADM,Belo Horizonte,10,1
000048884,Vanessa Costa,9741.31,JUR,Londrina,9,1
000037475,Nicole Barbosa,6851.24,JUR,Londrina,10,0
000034069,Rafael Araujo,20679.67,SUP,Londrina,0,1
000019393,Nicole Rocha,9388.99,MKT,Maringa,34,1
000044953,Bruno Barbosa,13427.74,TI,Florianopolis,7,0
000000333,Carlos Teixeira,16494.32,FIN,Joinville,20,1
000034007,Elisa Martins,18792.69,FIN,Rio de Janeiro,30,0
000020083,Tatiane Silva,18930.71,SUP,Londrina,27,0
000003947,Daniela Araujo,18407.74,ADM,Maringa,23,1
000000862,Giovana Costa,12971.8,OPER,Londrina,6,0
000048933,Karen Barbosa,11840.47,FIN,Rio de Janeiro,11,0
000013383,Bruno Martins,8582.54,OPER,Rio de Janeiro,20,1
000026345,Joao Barbosa,15277.08,FIN,Maringa,26,1
000017532,Larissa Souza,12187.15,COM,Curitiba,27,0
000005382,Larissa Rodrigues,2479.77,JUR,Belo Horizonte,34,1
000014922,Douglas Nascimento,4915.88,COM,Florianopolis,11,1
000018916,Gabriel Rodrigues,4118.27,RH,Maringa,28,0
000025610,Willian Ribeiro,3340.65,TI,Londrina,7,1
000039422,Diego Costa,20739.05,RH,Campinas,26,0
000022445,Gabriel Almeida,16563.49,RH,Londrina,30,0
000049448,Diego Lima,11429.05,OPER,Londrina,7,1
000030173,Mariana Nascimento,3006.63,TI,Rio de Janeiro,13,0
000010115,Rafael Costa,5353.17,LOG,Porto Alegre,34,0
000043042,Douglas Oliveira,8038.09,JUR,Curitiba,6,1
000025356,Rafael Gomes,13893.95,TI,Campinas,0,1
000047764,Isabela Teixeira,22086.39,RH,Sao Paulo,14,0
